"sample"	"gdd0"	"gdd5"	"chill"	"mtco"	"mtwa"	"mipt"	"aaetpt"	"apetpt"	"miptev"	"aaetptev"	"apetptev"	"miptdc"	"aaetptdc"	"apetptdc"	"totsnopt"	"annp"	"pjanpann"	"pjulpann"	"Jan_Tmp"	"Feb_Tmp"	"Mar_Tmp"	"Apr_Tmp"	"May_Tmp"	"Jun_Tmp"	"Jul_Tmp"	"Aug_Tmp"	"Sep_Tmp"	"Oct_Tmp"	"Nov_Tmp"	"Dec_Tmp"	"TMax"	"TMin"	"Jan_PPT"	"Feb_PPT"	"Mar_PPT"	"Apr_PPT"	"May_PPT"	"Jun_PPT"	"Jul_PPT"	"Aug_PPT"	"Sep_PPT"	"Oct_PPT"	"Nov_PPT"	"Dec_PPT"	"Jan_sun"	"Feb_sun"	"Mar_sun"	"Apr_sun"	"May_sun"	"Jun_sun"	"Jul_sun"	"Aug_sun"	"Sep_sun"	"Oct_sun"	"Nov_sun"	"Dec_sun"	"Need11"	"Broad11"	"Decid11"	"Ever11"	"TotWoody11"	"Open11"	"NeedStd"	"BroadStd"	"DecidStd"	"EverStd"
"S121"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S122"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S123"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S124"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S125"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	NA	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S126"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S127"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S128"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	NA	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S129"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S130"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	NA	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S131"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S132"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S133"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S134"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
"S135"	5571.1	3746.1	0	6.3	24.9	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0.3292	428.8929	1302.8695	0	430	0.0674	0.2465	6.3	7.7	10	13.8	18.4	23.4	24.9	23.7	21.3	16	10.4	6.7	40.1	-15.4	29	23	25	11	6	13	106	89	45	30	20	33	77.1	78.3	81.7	86.7	89.4	88.8	74.6	76.5	81	83.1	78.5	74.9	0.02	0.02	0.02	0.02	0.04	99.96	0.48	0.48	0.48	0.48
